issue_id,project,worklog_id,person,component,component_description,time_spent,date,time
127,CIT - FS,31363,mpuello,functional,type of work,5,7/31/17,5:48:00
128,CIT - FS,31278,jevans,functional,type of work,0.25,7/25/17,5:24:00
128,CIT - FS,31278,jevans,sun_atlas,tool/service,0.25,7/25/17,5:24:00
129,CIT - FS,31279,jevans,bsg,tool/service,0.25,7/25/17,5:26:00
129,CIT - FS,31279,jevans,functional,type of work,0.25,7/25/17,5:26:00
130,CIT - FS,31281,jevans,functional,type of work,0.25,7/25/17,5:28:00
130,CIT - FS,31281,jevans,sun_atlas,tool/service,0.25,7/25/17,5:28:00
131,CIT - FS,31280,jevans,bsg,tool/service,0.25,7/25/17,5:27:00
131,CIT - FS,31280,jevans,functional,type of work,0.25,7/25/17,5:27:00
132,CIT - FS,31284,jevans,functional,type of work,0.25,7/25/17,6:15:00
132,CIT - FS,31284,jevans,sun_atlas,tool/service,0.25,7/25/17,6:15:00
133,CIT - FS,31283,jevans,functional,type of work,0.25,7/25/17,6:14:00
133,CIT - FS,31283,jevans,sun_atlas,tool/service,0.25,7/25/17,6:14:00
134,CIT - FS,31282,jevans,functional,type of work,0.25,7/25/17,6:13:00
134,CIT - FS,31282,jevans,karma,tool/service,0.25,7/25/17,6:13:00
136,CIT - FS,31344,mpuello,active_directory,tool/service,0.333333333,7/28/17,4:41:00
136,CIT - FS,31344,mpuello,drt_data,tool/service,0.333333333,7/28/17,4:41:00
136,CIT - FS,31344,mpuello,functional,type of work,0.333333333,7/28/17,4:41:00
136,CIT - FS,31344,mpuello,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.333333333,7/28/17,4:41:00
137,CIT - FS,31343,mpuello,active_directory,tool/service,0.333333333,7/28/17,4:41:00
137,CIT - FS,31343,mpuello,drt_data,tool/service,0.333333333,7/28/17,4:41:00
137,CIT - FS,31343,mpuello,functional,type of work,0.333333333,7/28/17,4:41:00
137,CIT - FS,31343,mpuello,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.333333333,7/28/17,4:41:00
138,CIT - FS,31345,mpuello,active_directory,tool/service,0.25,7/28/17,4:59:00
138,CIT - FS,31345,mpuello,drt_data,tool/service,0.25,7/28/17,4:59:00
138,CIT - FS,31345,mpuello,functional,type of work,0.25,7/28/17,4:59:00
138,CIT - FS,31345,mpuello,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,7/28/17,4:59:00
139,CIT - FS,31308,jevans,functional,type of work,0.25,7/26/17,6:30:00
139,CIT - FS,31308,jevans,sun_atlas,tool/service,0.25,7/26/17,6:30:00
140,CIT - FS,31300,jhoule,break/fix,type of work,0.5,7/26/17,4:06:00
140,CIT - FS,31300,jhoule,networking,tool/service,0.5,7/26/17,4:06:00
140,CIT - FS,31300,jhoule,rds,tool/service,0.5,7/26/17,4:06:00
141,CIT - FS,31311,jevans,functional,type of work,0.25,7/26/17,9:01:00
141,CIT - FS,31311,jevans,karma,tool/service,0.25,7/26/17,9:01:00
143,CIT - Application Projects,30085,kyang,check_mk,tool/service,0.016666667,5/16/17,6:09:00
143,CIT - Application Projects,30085,kyang,functional,type of work,0.016666667,5/16/17,6:09:00
143,CIT - Application Projects,30085,kyang,monitoring,"theme; anything related to monitoring efforts, management, systems, etc.",0.016666667,5/16/17,6:09:00
143,CIT - FS,31341,jevans,functional,type of work,8,7/28/17,3:43:00
143,CIT - FS,31341,jevans,networking,tool/service,8,7/28/17,3:43:00
145,CIT - Application Projects,28267,mpuello,check_mk,tool/service,55,2/3/17,5:16:00
145,CIT - Application Projects,28267,mpuello,functional,type of work,55,2/3/17,5:16:00
149,CIT - Application Projects,30831,kyang,fse,tool/service,0.5,6/29/17,8:45:00
149,CIT - Application Projects,30831,kyang,functional,type of work,0.5,6/29/17,8:45:00
149,CIT - DevOps,28389,ysaxena,adp_feed,tool/service,8,2/15/17,9:48:00
149,CIT - DevOps,28389,ysaxena,functional,type of work,8,2/15/17,9:48:00
188,CIT - DevOps,30667,rdw,drt_user_api,tool/service,0.166666667,6/20/17,3:57:00
188,CIT - DevOps,30667,rdw,functional,type of work,0.166666667,6/20/17,3:57:00
203,CIT - Global Infrastructure,30506,sblack,functional,type of work,0.016666667,6/13/17,7:57:00
203,CIT - Global Infrastructure,30506,sblack,question,type of work; tickets where a person just needs an explanation on how to use systems as they already exist. should NOT be used on tickets where there is actual work being done or requests being fulfilled.,0.016666667,6/13/17,7:57:00
203,CIT - Global Infrastructure,30506,sblack,security,theme; all things security related (not including physical security systems),0.016666667,6/13/17,7:57:00
227,CIT - Systems,28182,sblack,functional,type of work,3,1/27/17,7:04:00
227,CIT - Systems,28182,sblack,key_result,tickets that relate to a specific personal key result,3,1/27/17,7:04:00
227,CIT - Systems,28209,sblack,functional,type of work,2,1/31/17,2:22:00
227,CIT - Systems,28209,sblack,key_result,tickets that relate to a specific personal key result,2,1/31/17,2:22:00
245,CIT - Systems,30520,sblack,functional,type of work,0.016666667,6/13/17,8:23:00
245,CIT - Systems,30520,sblack,global_infra,group; work related to our global infrastructure,0.016666667,6/13/17,8:23:00
245,CIT - Systems,30520,sblack,vidyo,tool/service,0.016666667,6/13/17,8:23:00
251,CIT - Systems,28836,sblack,functional,type of work,1,3/8/17,9:40:00
251,CIT - Systems,28854,sblack,functional,type of work,0.166666667,3/9/17,7:50:00
254,CIT - Systems,30535,sblack,functional,type of work,0.016666667,6/13/17,8:38:00
254,CIT - Systems,30535,sblack,rt,tool/service,0.016666667,6/13/17,8:38:00
254,CIT - Systems,30535,sblack,salesforce,tool/service,0.016666667,6/13/17,8:38:00
255,CIT - Systems,30536,sblack,functional,type of work,0.016666667,6/13/17,8:38:00
255,CIT - Systems,30536,sblack,rt,tool/service,0.016666667,6/13/17,8:38:00
255,CIT - Systems,30536,sblack,salesforce,tool/service,0.016666667,6/13/17,8:38:00
259,CIT - DevOps,28021,jhoule,exchange,tool/service,14,1/13/17,11:05:00
259,CIT - DevOps,28021,jhoule,functional,type of work,14,1/13/17,11:05:00
259,CIT - DevOps,28021,jhoule,term_portal,tool/service,14,1/13/17,11:05:00
260,CIT - DevOps,28019,jhoule,exchange,tool/service,4,1/13/17,10:34:00
260,CIT - DevOps,28019,jhoule,functional,type of work,4,1/13/17,10:34:00
270,CIT - Systems,30521,sblack,functional,type of work,0.016666667,6/13/17,8:23:00
270,CIT - Systems,30521,sblack,global_infra,group; work related to our global infrastructure,0.016666667,6/13/17,8:23:00
273,CIT - DevOps,30817,ysaxena,concur_feed,tool/service,8,6/29/17,1:38:00
273,CIT - DevOps,30817,ysaxena,functional,type of work,8,6/29/17,1:38:00
273,CIT - DevOps,31039,ysaxena,concur_feed,tool/service,16,7/10/17,4:42:00
273,CIT - DevOps,31039,ysaxena,functional,type of work,16,7/10/17,4:42:00
286,CIT - DevOps,29713,rdw,consultant_management_tool,tool/service,0.5,4/27/17,6:42:00
286,CIT - DevOps,29713,rdw,functional,type of work,0.5,4/27/17,6:42:00
286,CIT - DevOps,29713,rdw,key_result,tickets that relate to a specific personal key result,0.5,4/27/17,6:42:00
299,CIT - DevOps,28149,rdw,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",24,1/25/17,3:03:00
299,CIT - DevOps,28149,rdw,consultant_management_tool,tool/service,24,1/25/17,3:03:00
299,CIT - DevOps,28149,rdw,functional,type of work,24,1/25/17,3:03:00
299,CIT - DevOps,28149,rdw,user_management,"theme; any work done to update, delete, or change users of a system in any way",24,1/25/17,3:03:00
304,CIT - Systems,30518,sblack,applications,group; work related to our applications,0.016666667,6/13/17,8:20:00
304,CIT - Systems,30518,sblack,functional,type of work,0.016666667,6/13/17,8:20:00
304,CIT - Systems,30518,sblack,graylog,tool/service,0.016666667,6/13/17,8:20:00
315,CIT - Application Projects,30530,sblack,functional,type of work,0.016666667,6/13/17,8:35:00
315,CIT - Application Projects,30530,sblack,jira,tool/service,0.016666667,6/13/17,8:35:00
315,CIT - Application Projects,30530,sblack,slack,tool/service,0.016666667,6/13/17,8:35:00
315,CIT - DevOps,29229,sblack,cosign,tool/service,0.25,4/7/17,4:14:00
315,CIT - DevOps,29229,sblack,functional,type of work,0.25,4/7/17,4:14:00
331,CIT - DevOps,28398,scarnes,functional,type of work,4,2/17/17,3:40:00
331,CIT - DevOps,28398,scarnes,orange_pages,tool/service,4,2/17/17,3:40:00
331,CIT - DevOps,28555,scarnes,functional,type of work,6,2/24/17,3:45:00
331,CIT - DevOps,28555,scarnes,orange_pages,tool/service,6,2/24/17,3:45:00
341,CIT - DevOps,30781,ysaxena,drt_func,tool/service,6,6/27/17,9:08:00
341,CIT - DevOps,30781,ysaxena,functional,type of work,6,6/27/17,9:08:00
341,CIT - DevOps,30793,ysaxena,drt_func,tool/service,2,6/28/17,2:24:00
341,CIT - DevOps,30793,ysaxena,functional,type of work,2,6/28/17,2:24:00
341,CIT - DevOps,30806,ysaxena,drt_func,tool/service,2,6/28/17,7:15:00
341,CIT - DevOps,30806,ysaxena,functional,type of work,2,6/28/17,7:15:00
355,CIT - Global Infrastructure,30507,sblack,functional,type of work,0.016666667,6/13/17,7:57:00
355,CIT - Global Infrastructure,30507,sblack,key_result,tickets that relate to a specific personal key result,0.016666667,6/13/17,7:57:00
355,CIT - Global Infrastructure,30507,sblack,networking,tool/service,0.016666667,6/13/17,7:57:00
358,CIT - Application Projects,30529,sblack,functional,type of work,0.016666667,6/13/17,8:35:00
358,CIT - Application Projects,30529,sblack,jira,tool/service,0.016666667,6/13/17,8:35:00
373,CIT - Systems,30523,sblack,cloud_maintenance,"theme; anything related to managing our servers (deleasing, etc.)",0.016666667,6/13/17,8:24:00
373,CIT - Systems,30523,sblack,functional,type of work,0.016666667,6/13/17,8:24:00
380,CIT - Systems,27762,sblack,functional,type of work,0.5,1/3/17,3:00:00
385,CIT - DevOps,28552,ysaxena,adp_feed,tool/service,16,2/24/17,2:58:00
385,CIT - DevOps,28552,ysaxena,functional,type of work,16,2/24/17,2:58:00
386,CIT - Systems,27822,jevans,applications,group; work related to our applications,0.25,1/5/17,3:30:00
386,CIT - Systems,27822,jevans,functional,type of work,0.25,1/5/17,3:30:00
386,CIT - Systems,27822,jevans,mx_filter,tool/service,0.25,1/5/17,3:30:00
387,CIT - Systems,27823,jevans,applications,group; work related to our applications,0.25,1/5/17,3:30:00
387,CIT - Systems,27823,jevans,fileserver,tool/service,0.25,1/5/17,3:30:00
387,CIT - Systems,27823,jevans,functional,type of work,0.25,1/5/17,3:30:00
387,CIT - Systems,27823,jevans,windows,tool/service,0.25,1/5/17,3:30:00
389,CIT - Systems,27824,jevans,applications,group; work related to our applications,0.25,1/5/17,3:31:00
389,CIT - Systems,27824,jevans,functional,type of work,0.25,1/5/17,3:31:00
389,CIT - Systems,27824,jevans,password_manager,tool/service,0.25,1/5/17,3:31:00
389,CIT - Systems,27824,jevans,windows,tool/service,0.25,1/5/17,3:31:00
390,CIT - Global Infrastructure,28111,awestfall,functional,type of work,0.166666667,1/20/17,8:59:00
390,CIT - Global Infrastructure,28111,awestfall,laptop_management,theme; anything related to managing/securing laptops. should usually have another component as well for the specific tool/service that's being worked on.,0.166666667,1/20/17,8:59:00
391,CIT - Global Infrastructure,28112,awestfall,functional,type of work,0.166666667,1/20/17,8:59:00
391,CIT - Global Infrastructure,28112,awestfall,key_result,tickets that relate to a specific personal key result,0.166666667,1/20/17,8:59:00
391,CIT - Global Infrastructure,28112,awestfall,laptop_management,theme; anything related to managing/securing laptops. should usually have another component as well for the specific tool/service that's being worked on.,0.166666667,1/20/17,8:59:00
392,CIT - Global Infrastructure,28113,awestfall,functional,type of work,0.166666667,1/20/17,9:00:00
392,CIT - Global Infrastructure,28113,awestfall,kace,tool/service,0.166666667,1/20/17,9:00:00
392,CIT - Global Infrastructure,28113,awestfall,key_result,tickets that relate to a specific personal key result,0.166666667,1/20/17,9:00:00
392,CIT - Global Infrastructure,28113,awestfall,laptop_management,theme; anything related to managing/securing laptops. should usually have another component as well for the specific tool/service that's being worked on.,0.166666667,1/20/17,9:00:00
393,CIT - Global Infrastructure,28114,awestfall,functional,type of work,0.166666667,1/20/17,9:01:00
393,CIT - Global Infrastructure,28114,awestfall,key_result,tickets that relate to a specific personal key result,0.166666667,1/20/17,9:01:00
393,CIT - Global Infrastructure,28114,awestfall,laptop_management,theme; anything related to managing/securing laptops. should usually have another component as well for the specific tool/service that's being worked on.,0.166666667,1/20/17,9:01:00
398,CIT - DevOps,28380,rdw,centerstone_feed,tool/service,16,2/15/17,2:16:00
398,CIT - DevOps,28380,rdw,functional,type of work,16,2/15/17,2:16:00
402,CIT - Systems,29142,sblack,active_directory,tool/service,0.016666667,3/31/17,8:06:00
402,CIT - Systems,29142,sblack,applications,group; work related to our applications,0.016666667,3/31/17,8:06:00
402,CIT - Systems,29142,sblack,functional,type of work,0.016666667,3/31/17,8:06:00
402,CIT - Systems,29142,sblack,windows,tool/service,0.016666667,3/31/17,8:06:00
406,CIT - Systems,29235,sblack,applications,group; work related to our applications,0.016666667,4/7/17,4:35:00
406,CIT - Systems,29235,sblack,functional,type of work,0.016666667,4/7/17,4:35:00
406,CIT - Systems,29235,sblack,hyper_v,tool/service,0.016666667,4/7/17,4:35:00
406,CIT - Systems,29235,sblack,windows,tool/service,0.016666667,4/7/17,4:35:00
409,CIT - Systems,29023,awestfall,functional,type of work,0.5,3/21/17,4:51:00
409,CIT - Systems,29023,awestfall,global_infra,group; work related to our global infrastructure,0.5,3/21/17,4:51:00
409,CIT - Systems,29023,awestfall,opengear,tool/service,0.5,3/21/17,4:51:00
418,CIT - DevOps,30842,ysaxena,functional,type of work,0.2,6/30/17,4:54:00
418,CIT - DevOps,30842,ysaxena,jh_pwd_api,tool/service,0.2,6/30/17,4:54:00
418,CIT - DevOps,30842,ysaxena,ldap,tool/service,0.2,6/30/17,4:54:00
419,CIT - DevOps,28562,ysaxena,functional,type of work,5,2/24/17,11:16:00
419,CIT - DevOps,28562,ysaxena,jh_pwd_api,tool/service,5,2/24/17,11:16:00
419,CIT - DevOps,28562,ysaxena,radius,tool/service,5,2/24/17,11:16:00
419,CIT - DevOps,30841,ysaxena,functional,type of work,0.1,6/30/17,4:53:00
419,CIT - DevOps,30841,ysaxena,jh_pwd_api,tool/service,0.1,6/30/17,4:53:00
419,CIT - DevOps,30841,ysaxena,radius,tool/service,0.1,6/30/17,4:53:00
420,CIT - DevOps,28563,ysaxena,functional,type of work,5,2/24/17,11:17:00
420,CIT - DevOps,28563,ysaxena,jh_pwd_api,tool/service,5,2/24/17,11:17:00
420,CIT - DevOps,28563,ysaxena,kerberos,tool/service,5,2/24/17,11:17:00
420,CIT - DevOps,28570,ysaxena,functional,type of work,3,2/27/17,7:01:00
420,CIT - DevOps,28570,ysaxena,jh_pwd_api,tool/service,3,2/27/17,7:01:00
420,CIT - DevOps,28570,ysaxena,kerberos,tool/service,3,2/27/17,7:01:00
428,CIT - DevOps,29962,rdw,consultant_management_tool,tool/service,2,5/10/17,5:46:00
428,CIT - DevOps,29962,rdw,documentation,theme; any tickets where at least some of the work done was documentation work,2,5/10/17,5:46:00
428,CIT - DevOps,29962,rdw,functional,type of work,2,5/10/17,5:46:00
429,CIT - DevOps,28714,sblack,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",2,3/6/17,10:33:00
429,CIT - DevOps,28714,sblack,consultant_management_tool,tool/service,2,3/6/17,10:33:00
429,CIT - DevOps,28714,sblack,functional,type of work,2,3/6/17,10:33:00
429,CIT - DevOps,28714,sblack,user_management,"theme; any work done to update, delete, or change users of a system in any way",2,3/6/17,10:33:00
429,CIT - DevOps,28801,sblack,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",0.75,3/7/17,4:02:00
429,CIT - DevOps,28801,sblack,consultant_management_tool,tool/service,0.75,3/7/17,4:02:00
429,CIT - DevOps,28801,sblack,functional,type of work,0.75,3/7/17,4:02:00
429,CIT - DevOps,28801,sblack,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.75,3/7/17,4:02:00
429,CIT - DevOps,29271,sblack,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",0.166666667,4/7/17,8:20:00
429,CIT - DevOps,29271,sblack,consultant_management_tool,tool/service,0.166666667,4/7/17,8:20:00
429,CIT - DevOps,29271,sblack,functional,type of work,0.166666667,4/7/17,8:20:00
429,CIT - DevOps,29271,sblack,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.166666667,4/7/17,8:20:00
430,CIT - DevOps,28385,sblack,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",2,2/15/17,7:43:00
430,CIT - DevOps,28385,sblack,consultant_management_tool,tool/service,2,2/15/17,7:43:00
430,CIT - DevOps,28385,sblack,functional,type of work,2,2/15/17,7:43:00
430,CIT - DevOps,28385,sblack,user_management,"theme; any work done to update, delete, or change users of a system in any way",2,2/15/17,7:43:00
435,CIT - Systems,30663,tpenn,functional,type of work,0.166666667,6/20/17,3:50:00
435,CIT - Systems,30663,tpenn,global_infra,group; work related to our global infrastructure,0.166666667,6/20/17,3:50:00
435,CIT - Systems,30663,tpenn,LHR2,office,0.166666667,6/20/17,3:50:00
435,CIT - Systems,30663,tpenn,windows,tool/service,0.166666667,6/20/17,3:50:00
436,CIT - Systems,30539,sblack,corp_wiki,tool/service,0.016666667,6/13/17,8:39:00
436,CIT - Systems,30539,sblack,functional,type of work,0.016666667,6/13/17,8:39:00
436,CIT - Systems,30539,sblack,vpn,tool/service,0.016666667,6/13/17,8:39:00
437,CIT - DevOps,30024,ysaxena,2fa,tool/service,4,5/15/17,1:17:00
437,CIT - DevOps,30024,ysaxena,functional,type of work,4,5/15/17,1:17:00
437,CIT - DevOps,30046,ysaxena,2fa,tool/service,4,5/15/17,6:55:00
437,CIT - DevOps,30046,ysaxena,functional,type of work,4,5/15/17,6:55:00
437,CIT - DevOps,30105,ysaxena,2fa,tool/service,8,5/17/17,3:52:00
437,CIT - DevOps,30105,ysaxena,functional,type of work,8,5/17/17,3:52:00
437,CIT - Systems,30538,sblack,functional,type of work,0.016666667,6/13/17,8:39:00
437,CIT - Systems,30538,sblack,vpn,tool/service,0.016666667,6/13/17,8:39:00
438,CIT - Application Projects,28307,jevans,corp_wiki,"tool/service; corpwiki.appnexus.com, to be used in conjunction with public_wiki if general Confluence work is being done",16,2/7/17,9:50:00
438,CIT - Application Projects,28307,jevans,functional,type of work,16,2/7/17,9:50:00
438,CIT - Application Projects,28307,jevans,key_result,tickets that relate to a specific personal key result,16,2/7/17,9:50:00
438,CIT - Application Projects,28834,jevans,corp_wiki,"tool/service; corpwiki.appnexus.com, to be used in conjunction with public_wiki if general Confluence work is being done",1,3/8/17,8:48:00
438,CIT - Application Projects,28834,jevans,functional,type of work,1,3/8/17,8:48:00
